2780000,287
2790000,349
2800000,303
2810000,281
2820000,266
2830000,395
2840000,278
2850000,269
2860000,293
2870000,295
2880000,321
2890000,281
2900000,397
2910000,295
2920000,277
2930000,305
2940000,359
2950000,293
2960000,306
2970000,320
2980000,321
2990000,289
3000000,331
3010000,300
3020000,294
3030000,310
3040000,293
3050000,305
3060000,410
3070000,369
3080000,328
3090000,311
3100000,320
3110000,371
3120000,309
3130000,297
3140000,336
3150000,313
3160000,311
3170000,329
3180000,315
3190000,362
3200000,351
3210000,302
3220000,328
3230000,316
3240000,330
3250000,323
3260000,446
3270000,317
3280000,323
3290000,325
3300000,353
3310000,325
3320000,404
3330000,332
3340000,329
3350000,319
3360000,333
3370000,336
3380000,404
3390000,336
3400000,377
3410000,401
3420000,323
3430000,359
3440000,351
3450000,325
3460000,349
3470000,331
3480000,348
3490000,353
3500000,387
3510000,337
3520000,475
3530000,344
3540000,344
3550000,544
3560000,361
3570000,384
3580000,358
3590000,345
3600000,391
3610000,362
3620000,381
3630000,349
3640000,348
3650000,342
3660000,353
3670000,364
3680000,345
3690000,396
3700000,416
3710000,368
3720000,424
3730000,355
3740000,362
3750000,458
3760000,365
3770000,370
3780000,378
3790000,374
3800000,415
3810000,387
3820000,384
3830000,416
3840000,372
3850000,505
3860000,390
3870000,386
3880000,525
3890000,385
3900000,419
3910000,392
3920000,395
3930000,386
3940000,380
3950000,392
3960000,479
3970000,406
3980000,394
3990000,376
4000000,551
4010000,402
4020000,438
4030000,435
4040000,481
4050000,387
4060000,393
4070000,407
4080000,405
4090000,408
4100000,435
4110000,416
4120000,433
4130000,420
4140000,489
4150000,419
4160000,514
4170000,400
4180000,418
4190000,423
4200000,477
4210000,438
4220000,421
4230000,420
4240000,425
4250000,555
4260000,433
4270000,429
4280000,422
4290000,416
4300000,538
4310000,418
4320000,422
4330000,430
4340000,463
4350000,441
4360000,543
4370000,444
4380000,443
4390000,433
4400000,476
4410000,438
4420000,461
4430000,711
4440000,458
4450000,453
4460000,444
4470000,517
4480000,433
4490000,420
4500000,477
4510000,432
4520000,439
4530000,539
4540000,439
4550000,575
4560000,439
4570000,440
4580000,450
4590000,432
4600000,498
4610000,445
4620000,556
4630000,447
4640000,445
4650000,454
4660000,542
4670000,457
4680000,467
4690000,519
4700000,506
4710000,467
4720000,455
4730000,495
4740000,469
4750000,484
4760000,547
4770000,485
4780000,475
4790000,578
4800000,515
4810000,482
4820000,483
4830000,474
4840000,477
4850000,494
4860000,481
4870000,497
4880000,484
4890000,593
4900000,524
4910000,567
4920000,485
4930000,488
4940000,486
4950000,500
4960000,474
4970000,483
4980000,494
4990000,521
5000000,533
5010000,486
5020000,498
5030000,495
5040000,496
5050000,530
5060000,563
5070000,592
5080000,502
5090000,492
5100000,547
5110000,507
5120000,505
5130000,511
5140000,515
5150000,511
5160000,619
5170000,512
5180000,519
5190000,507
5200000,592
5210000,510
5220000,601
5230000,639
5240000,571
5250000,500
5260000,504
5270000,501
5280000,509
5290000,501
5300000,563
5310000,642
5320000,547
5330000,533
5340000,667
5350000,560
5360000,531
5370000,533
5380000,562
5390000,735
5400000,1524
5410000,2366
5420000,1020
5430000,556
5440000,579
5450000,570
5460000,556
5470000,541
5480000,668
5490000,546
5500000,667
5510000,554
5520000,650
5530000,608
5540000,661
5550000,716
5560000,557
5570000,574
5580000,545
5590000,537
5600000,619
5610000,546
5620000,549
5630000,546
5640000,696
5650000,553
5660000,581
5670000,552
5680000,552
5690000,568
5700000,686
5710000,593
5720000,557
5730000,620
5740000,553
5750000,566
5760000,625
5770000,566
5780000,644
5790000,570
5800000,624
5810000,568
5820000,626
5830000,569
5840000,568
5850000,595
5860000,571
5870000,568
5880000,577
5890000,588
5900000,684
5910000,665
5920000,640
5930000,588
5940000,644
5950000,597
5960000,591
5970000,579
5980000,581
5990000,610
6000000,646
6010000,598
6020000,727
6030000,603
6040000,587
6050000,603
6060000,593
6070000,595
6080000,663
6090000,671
6100000,656
6110000,611
6120000,650
6130000,726
6140000,1499
6150000,1725
6160000,1452
6170000,1062
6180000,728
6190000,618
6200000,693
6210000,650
6220000,612
6230000,951
6240000,933
6250000,827
6260000,642
6270000,775
6280000,629
6290000,632
6300000,659
6310000,655
6320000,625
6330000,656
6340000,684
6350000,658
6360000,620
6370000,612
6380000,623
6390000,694
6400000,672
6410000,758
6420000,634
6430000,661
6440000,711
6450000,657
6460000,650
6470000,626
6480000,727
6490000,641
6500000,890
6510000,816
6520000,1060
6530000,644
6540000,815
6550000,671
6560000,765
6570000,625
6580000,638
6590000,624
6600000,670
6610000,684
6620000,656
6630000,727
6640000,648
6650000,657
6660000,637
6670000,791
6680000,662
6690000,676
6700000,725
6710000,679
6720000,651
6730000,659
6740000,672
6750000,859
6760000,694
6770000,789
6780000,731
6790000,675
6800000,737
6810000,669
6820000,689
6830000,686
6840000,795
6850000,741
6860000,676
6870000,820
6880000,700
6890000,700
6900000,794
6910000,681
6920000,681
6930000,684
6940000,827
6950000,709
6960000,697
6970000,690
6980000,1079
6990000,689
7000000,772
7010000,743
7020000,699
7030000,715
7040000,821
7050000,695
7060000,720
7070000,949
7080000,717
7090000,723
7100000,770
7110000,755
7120000,717
7130000,804
7140000,701
7150000,712
7160000,721
7170000,834
7180000,707
7190000,718
7200000,841
7210000,727
7220000,732
7230000,701
7240000,720
7250000,708
7260000,793
7270000,761
7280000,717
7290000,733
7300000,747
7310000,759
7320000,708
7330000,771
7340000,751
7350000,823
7360000,716
7370000,723
7380000,731
7390000,718
7400000,812
7410000,706
7420000,707
7430000,727
7440000,778
7450000,741
7460000,753
7470000,732
7480000,748
7490000,773
7500000,848
7510000,742
7520000,835
7530000,884
7540000,762
7550000,768
7560000,766
7570000,873
7580000,750
7590000,764
7600000,805
7610000,780
7620000,1582
7630000,933
7640000,1099
7650000,749
7660000,1198
7670000,748
7680000,791
7690000,862
7700000,1020
7710000,862
7720000,760
7730000,770
7740000,814
7750000,806
7760000,758
7770000,837
7780000,749
7790000,885
7800000,854
7810000,764
7820000,803
7830000,859
7840000,848
7850000,860
7860000,783
7870000,778
7880000,875
7890000,881
7900000,788
7910000,776
7920000,759
7930000,765
7940000,795
7950000,898
7960000,790
7970000,866
7980000,922
7990000,814
8000000,807
8010000,866
8020000,780
8030000,769
8040000,779
8050000,982
8060000,896
8070000,764
8080000,792
8090000,775
8100000,817
8110000,885
8120000,787
8130000,791
8140000,1973
8150000,851
8160000,782
8170000,803
8180000,823
8190000,800
8200000,810
8210000,918
8220000,897
8230000,911
8240000,928
8250000,1074
8260000,1024
8270000,934
8280000,768
8290000,785
8300000,959
8310000,783
8320000,876
8330000,794
8340000,860
8350000,889
8360000,794
8370000,838
8380000,1014
8390000,807
8400000,979
8410000,1127
8420000,794
8430000,808
8440000,830
8450000,822
8460000,898
8470000,1412
8480000,901
8490000,845
8500000,832
8510000,821
8520000,839
8530000,874
8540000,977
8550000,822
8560000,820
8570000,813
8580000,846
8590000,931
8600000,813
8610000,830
8620000,906
8630000,911
8640000,968
8650000,850
8660000,842
8670000,852
8680000,888
8690000,959
8700000,928
8710000,1020
8720000,889
8730000,831
8740000,880
8750000,954
8760000,881
8770000,955
8780000,869
8790000,893
8800000,867
8810000,1055
8820000,871
8830000,981
8840000,873
8850000,874
8860000,919
8870000,834
8880000,837
8890000,846
8900000,892
8910000,988
8920000,878
8930000,960
8940000,966
8950000,988
8960000,861
8970000,850
8980000,856
8990000,1478
9000000,1236
9010000,866
9020000,848
9030000,1006
9040000,862
9050000,880
9060000,1000
9070000,898
9080000,1110
9090000,943
9100000,1017
9110000,885
9120000,894
9130000,887
9140000,911
9150000,1005
9160000,908
9170000,1083
9180000,869
9190000,1008
9200000,911
9210000,922
9220000,901
9230000,999
9240000,1011
9250000,885
9260000,988
9270000,996
9280000,879
9290000,1005
9300000,912
9310000,974
9320000,902
9330000,885
9340000,910
9350000,940
9360000,931
9370000,876
9380000,949
9390000,974
9400000,1274
9410000,1166
9420000,949
9430000,994
9440000,942
9450000,1005
9460000,917
9470000,936
9480000,1024
9490000,928
9500000,930
9510000,1095
9520000,1026
9530000,1060
9540000,956
9550000,927
9560000,916
9570000,933
9580000,965
9590000,1063
9600000,928
9610000,933
9620000,1128
9630000,2064
9640000,1588
9650000,929
9660000,996
9670000,1005
9680000,968
9690000,1003
9700000,972
9710000,1075
9720000,1067
9730000,1095
9740000,961
9750000,976
9760000,1025
9770000,995
9780000,967
9790000,1041
9800000,1126
9810000,1004
9820000,1118
9830000,1016
9840000,1070
9850000,1023
9860000,1260
9870000,1428
9880000,969
9890000,955
9900000,963
9910000,1029
9920000,1085
9930000,1085
9940000,1043
9950000,1039
9960000,976
9970000,1087
9980000,1001
9990000,935
